origem,destino
120685,120684
120686,120685
120687,120282
120687,120686
120688,120687
120691,250196
120700,120679
120701,120703
120701,120703
120702,120700
120703,120100
120703,120100
120706,110120
120706,110120
120706,120104
120706,110120
120706,110120
120707,120645
120707,120645
120707,120645
120707,120645
120707,120113
120707,120645
120707,120113
120709,120975
120709,120975
120709,120975
120712,120713
120712,120713
120712,120713
120713,120714
120713,120714
120713,120714
120713,120714
120713,120714
120714,120233
120714,120233
120714,120233
120714,120233
120714,120233
120716,120317
120716,120317
120717,120326
120718,120074
120718,120074
120720,120380
120721,120185
120721,120185
120722,120385
120722,120385
120722,120385
120723,120722
120723,120722
120723,120722
120724,120218
120726,120958
120727,120398
120740,120741
120740,120741
120741,120742
120741,120742
120742,120743
120742,120743
120743,120744
120743,120744
120744,120745
120744,120745
120745,120746
120745,120746
120746,120747
120746,120747
120747,120748
120747,120748
120748,120443
120748,120443
120749,120442
120749,120442
120750,120751
120751,120752
120751,120752
120752,120753
120752,120753
120753,120754
120753,120754
120754,120672
120754,120152
120755,120587
120756,120757
120757,121009
120770,120670
120778,120780
120779,120583
120779,120583
120780,120782
120781,120779
120781,120779
120782,120165
120783,120781
120783,120781
120784,120785
120785,120410
120786,120784
120787,120037
120787,120037
120787,120037
120787,120037
120822,190815
120900,120635
120901,120900
120902,120901
120902,120206
120903,120905
120904,120902
120904,120902
120905,120594
120906,120904
120908,120910
120909,120143
120910,120912
120911,120909
120912,120914
120913,120911
120913,120904
120914,120577
120915,120913
120915,120913
120916,120179
120917,120918
120918,120920
120919,120916
120920,120148
120921,120919
120923,120927
120923,120927
120927,120929
120927,120929
120929,120185
120948,120538
120954,120955
120955,120956
120956,120948
120957,120726
120958,120007
120974,120099
120975,120712
120975,120712
120975,120712
120976,120974
120978,120976
120979,120978
120980,190600
120982,120985
120982,120985
120982,120985
120983,120100
120983,120702
120984,120983
120985,120713
120985,120713
120985,120986
120986,120663
120989,120979
120990,121001
120991,120999
120992,121002
120993,120286
120995,121005
120997,120749
120998,121000
120999,120997
121000,120992
121001,120991
121002,120990
121004,120995
121005,120751
121006,120581
121007,120184
121008,120455
121009,121008
121010,121011
121011,120122
121012,120113
121013,120411
121013,120411
121014,120681
121015,120539
121016,121010
121017,130953
121019,120194
121020,121021
121021,130059
121022,130951
121023,121024
121024,121025
121025,121026
121026,120471
121028,120242
121028,120242
121029,120094
121030,120551
121031,120552
121032,120984
121033,120612
121033,120612
121034,120606
121034,120606
121036,120215
121036,120215
121037,120220
121037,120220
121037,120220
121038,120516
121038,120516
121039,120376
130001,104408
130001,104409
130001,104407
130001,104410
130002,130004
130002,130004
130002,130004
130002,130004
130003,130001
130003,130001
130003,130001
130003,130001
130004,130005
130004,130005
130004,130005
130004,130005
130005,130007
130005,130007
130005,130064
130005,130007
130007,130008
130007,130008
130007,130008
130008,130009
130008,130009
130008,130009
130009,130015
130009,130015
130009,130015
130009,130015
130009,130015
130009,130015
130010,130011
130010,130011
130010,130482
130010,130482
130010,130011
130010,130482
130011,130012
130011,130012
130011,130012
130012,130013
130012,130013
130012,130013
130013,130003
130013,130003
130013,130003
130013,130003
130014,130010
130014,130010
130014,130010
130014,130010
130014,130010
130014,130010
130015,130017
130015,130017
130015,130017
130015,130017
130015,130017
130015,130017
130016,130014
130016,130014
130016,130014
130016,130014
130016,130014
130016,130014
130017,130019
130017,130019
130017,130019
130017,130019
130017,130019
130017,130019
130018,130016
130018,130016
130018,130016
130018,130016
130018,130016
130018,130016
130019,130483
130019,130483
130019,130483
130019,130483
130019,130483
130019,130483
130020,130018
130020,130018
130020,130018
130020,130018
130020,130018
130020,130018
130021,130020
130022,130020
130022,130020
130022,130020
130022,130020
130022,130020
130023,130021
130024,130591
130025,130023
130026,104704
130027,130025
130028,130027
130029,130208
130029,130208
130029,130208
130029,130208
130029,130208
130030,130898
130031,130985
130031,130030
130032,130031
130032,130031
130034,130981
130034,130037
130035,130163
130035,130163
130036,130981
130036,130905
130037,130638
130037,130039
130039,130982
130040,130022
130040,130022
130040,130022
130040,130022
130040,130022
130041,130090
130041,130597
130041,130043
130041,130090
130041,130090
130042,130040
130043,130045
130044,130042
130045,130049
130046,130044
130047,130046
130048,130051
130049,130048
130050,130047
130051,130053
130052,130050
130053,130054
130054,130598
130055,130052
130056,130055
130057,130056
130058,130918
130059,130060
130060,130061
130061,130062
130062,121022
130064,130065
130065,130066
130066,130069
130067,130278
130067,130074
130068,130943
130068,130943
130068,130276
130069,130067
130069,130067
130070,130071
130071,130072
130072,130073
130073,130013
130074,130076
130075,130068
130076,130079
130077,130075
130078,130026
130079,130661
130080,130077
130082,130283
130082,130080
130082,130283
130082,130283
130082,130959
130083,130651
130084,130288
130084,130083
130084,130982
130084,130639
130085,130285
130087,130085
130088,130087
130089,130040
130089,130040
130089,130040
130090,130092
130090,130092
130090,130092
130091,130089
130091,130089
130091,130089
130092,130094
130092,130094
130092,130094
130093,130091
130093,130091
130093,130091
130094,130095
130094,130095
130094,130095
130095,130484
130095,130484
130095,130484
130096,130093
130096,130093
130096,130093
130097,130099
130097,130099
130098,130420
130098,130420
130099,130156
130099,130156
130101,130941
130102,130239
130105,130234
130105,130107
130105,130234
130106,130119
130106,130119
130106,130939
130107,130108
130108,104404
130109,130424
130110,130113
130111,104405
130112,130111
130113,130115
130114,130112
130115,130117
130116,130114
130117,130119
130118,130105
130118,130116
130118,130105
130119,130121
130119,130121
130119,130121
130120,130118
130120,130118
130120,130118
130121,130122
130121,130122
130121,130122
130122,130931
130122,130269
130122,130124
130123,130120
130123,130120
130123,130120
130124,130126
130124,130126
130125,130123
130126,130128
130126,130413
130127,130339
130127,130125
130128,130375
130128,130640
130129,130413
130129,130127
130130,130132
130130,130132
130131,130879
130131,130879
130132,130134
130132,130134
130133,130131
130133,130131
130134,130136
130134,130136
130135,130133
130136,140201
130136,130137
130136,130137
130137,130138
130137,130762
130138,130140
130139,130144
130140,130142
130141,130139
130142,130938
130143,130141
130144,130145
130144,130145
130144,130145
130145,130147
130145,130147
130145,130133
130146,130078
130147,130148
130147,130148
130148,130893
130148,130149
130149,130891
130149,130891
130150,130916
130151,130146
130153,130040
130154,130153
130155,130098
130155,130098
130156,130161
130156,130161
130157,130155
130157,130155
130158,130929
130158,130929
130159,130950
130161,140235
130161,140737
130162,130157
130163,130164
130163,130164
130164,130159
130164,130993
130165,130154
130166,130165
130171,130157
130173,130171
130177,130924
130178,130180
130179,130177
130180,130181
130181,130183
130181,130183
130182,130179
130182,130524
130183,130185
130183,130185
130184,130182
130184,130182
130185,130527
130185,130189
130186,130209
130186,130184
130186,130184
130187,130151
130188,130186
130188,130186
130189,130191
130190,130188
130190,130188
130191,130516
130192,130190
130192,130190
130192,130515
130196,103195
130197,130199
130198,130196
130199,130240
130200,130366
130200,130366
130200,130129
130200,130366
130200,130366
130200,130366
130201,130192
130201,130297
130203,130207
130203,130207
130203,130207
130203,130207
130203,130207
130203,130207
130204,130257
130204,130258
130205,130262
130207,130210
130207,130210
130207,130210
130207,130210
130207,130210
130207,130210
130208,130869
130208,130869
130208,130869
130208,130869
130208,130869
130208,130869
130209,130299
130210,130212
130210,130212
130210,130212
130210,130212
130210,130212
130210,130212
130211,130029
130211,130029
130211,130029
130211,130029
130211,130029
130212,130216
130212,130216
130212,130216
130212,130216
130212,130216
130212,130216
130215,130211
130215,130211
130215,130211
130215,130211
130215,130211
130216,130218
130216,130218
130216,130218
130216,130218
130216,130218
130216,130218
130217,130215
130217,130215
130217,130215
130217,130215
130217,130215
130218,130221
130218,130219
130218,130340
130218,130220
130218,130340
130218,130219
130219,130265
130219,130265
130220,130225
130221,130225
130225,130992
130225,130971
130226,130754
130229,130231
130229,130231
130231,130751
130231,104706
130232,130233
130233,130234
130234,130300
130234,130235
130234,130235
130235,130300
130235,130236
130236,120097
130237,130238
130238,130102
130238,130301
130238,130301
130239,130267
130240,130243
130240,130243
130241,130377
130241,130198
130241,130377
130242,130241
130242,130241
130242,130241
130243,130244
130243,130244
130244,130247
130244,130247
130245,130242
130245,130242
130245,130242
130246,130245
130246,130245
130246,130245
130247,130249
130247,130249
130248,130246
130248,130246
130248,130246
130249,130266
130249,130974
130253,130254
130254,130991
130255,130187
130257,130255
130258,130261
130259,130611
130260,130259
130261,140235
130262,130204
130265,130248
130265,130248
130266,131000
130267,130268
130268,140204
130269,130271
130270,130123
130271,130273
130272,130270
130273,130275
130274,130272
130275,130277
130276,130274
130277,130278
130278,130280
130278,130280
130279,130068
130279,130068
130280,130282
130280,130282
130281,130279
130281,130279
130282,130661
130282,130661
130282,130661
130282,130661
130283,130281
130283,130281
130283,130997
130285,130639
130285,130639
130285,130639
130285,130398
130285,130958
130288,130290
130289,130285
130290,130292
130291,130289
130292,130294
130293,130291
130294,130296
130294,130296
130294,130296
130295,130663
130295,130663
130296,130386
130296,104002
130296,104013
130297,130298
130297,130298
130297,130298
130298,130295
130298,130293
130298,130295
130299,130662
130299,130662
130300,110189
130300,110189
130301,130106
130301,130106
130301,130106
130303,130304
130303,130304
130304,130306
130304,130308
130305,130309
130306,130904
130307,130305
130308,130307
130309,130299
130311,130884
130312,130313
130312,130313
130313,130317
130313,130317
130317,130956
130317,130878
130317,130878
130320,130324
130321,130320
130322,130321
130323,130322
130324,120246
130325,130621
130326,130328
130327,130325
130328,130330
130329,130327
130330,130331
130331,130590
130332,130732
130333,130374
130333,130374
130333,130374
130333,130374
130335,130337
130335,130337
130336,130430
130336,130430
130337,130399
130337,130399
130338,130124
130339,130462
130340,130332
130340,130341
130341,130343
130342,130217
130343,130347
130344,130342
130347,130349
130348,130344
130349,130615
130351,130959
130352,130351
130353,130352
130354,130353
130355,130354
130356,130355
130357,130356
130358,130359
130359,130361
130360,130357
130361,130621
130362,130360
130363,130326
130363,130362
130364,103195
130364,103195
130365,130363
130365,130363
130366,140200
130366,140200
130366,140200
130366,140200
130366,140200
130366,140200
130367,130368
130367,130368
130367,130368
130367,130368
130367,130368
130367,130368
130368,130369
130368,130369
130368,130369
130368,130369
130368,130369
130368,130369
130369,110070
130369,110070
130369,110070
130369,110070
130369,110070
130369,110070
130370,130336
130370,130336
130371,130372
130371,130372
130371,130372
130371,130372
130371,130372
130371,130372
130372,130373
130372,130373
130372,130373
130372,130373
130372,130373
130372,130373
130373,130333
130373,130333
130373,130374
130373,130333
130373,130374
130373,130333
130374,130375
130374,130375
130374,130375
130374,130375
130374,130375
130374,130640
130375,130203
130375,130203
130375,130203
130375,130203
130375,130203
130375,130203
130376,130240
130377,130378
130377,130378
130378,130380
130378,130380
130379,130376
130380,130383
130380,130383
130381,130379
130382,130381
130383,130384
130383,130384
130384,130201
130384,104004
130384,130201
130384,104003
130385,130382
130385,130937
130386,130388
130386,130388
130387,104011
130388,130390
130388,130390
130389,130387
130390,130392
130390,130392
130391,130389
130392,130394
130392,130394
130393,130391
130394,130397
130394,130397
130395,130393
130396,130395
130397,130398
130397,130661
130398,130440
130398,130440
130399,130097
130399,130097
130400,130401
130400,130401
130401,130402
130401,130402
130402,130403
130402,130403
130403,130404
130403,130404
130404,130127
130404,130128
130405,130412
130406,130405
130407,130409
130408,130406
130409,130411
130410,130408
130411,130868
130412,130758
130412,130129
130413,130414
130413,130414
130414,130415
130414,130415
130415,130416
130415,130416
130416,130417
130416,130417
130417,130418
130417,130418
130418,110118
130418,110118
130419,130421
130419,130421
130420,130370
130420,130370
130421,130422
130421,130422
130422,130423
130422,130423
130423,120230
130423,130109
130424,120096
130425,130951
130425,130951
130426,130487
130426,130995
130426,130487
130430,110058
130430,110058
130431,130335
130431,130335
130440,130441
130440,130441
130441,130909
130441,130444
130442,130979
130444,130442
130448,130450
130449,130978
130450,130977
130451,130449
130462,130464
130463,130338
130464,130466
130464,130466
130465,130463
130466,130471
130466,130471
130469,130477
130470,130465
130471,130474
130471,130474
130472,130470
130473,130472
130474,130998
130474,130998
130475,130952
130476,130478
130477,130323
130478,130469
130480,130481
130480,130481
130480,130481
130481,130009
130481,130009
130481,130009
130482,130700
130482,130700
130482,130700
130483,130041
130483,130041
130483,130041
130483,130024
130483,130041
130483,130041
130484,130486
130484,130486
130484,130486
130485,130096
130485,130096
130485,130096
130486,130490
130486,130897
130486,130425
130487,130485
130487,130485
130487,130485
130490,130492
130490,130492
130490,130492
130491,130903
130491,131001
130492,130946
130492,130493
130492,130493
130493,130495
130493,130495
130494,130491
130495,130498
130495,130498
130496,130494
130497,130496
130498,130500
130498,130500
130499,130961
130500,130501
130500,130501
130501,130503
130501,130503
130502,130517
130503,130505
130503,130505
130503,130528
130504,130529
130504,130502
130505,130507
130505,130507
130506,130504
130507,130509
130507,130509
130508,130506
130509,130511
130509,130541
130510,130508
130511,130512
130512,130514
130513,130510
130513,130540
130514,130542
130514,130516
130515,130513
130515,130513
130516,104001
130516,104005
130517,130497
130518,130935
130518,130425
130519,130521
130520,130944
130521,130523
130522,130520
130523,130181
130524,130522
130527,130504
130528,130186
130529,130531
130530,130503
130531,130533
130532,130530
130533,130536
130534,130532
130535,130534
130536,130537
130537,130539
130538,130535
130539,130541
130540,130538
130541,130514
130541,130384
130542,130384
130550,130552
130551,130664
130552,130665
130553,130584
130557,120457
130557,130558
130557,130558
130558,130560
130558,130560
130560,130562
130560,121020
130562,120199
130566,120155
130571,130566
130572,120227
130574,130572
130577,120462
130584,130585
130585,130629
130588,130217
130589,130329
130590,130588
130591,130592
130592,130593
130593,130594
130594,130595
130595,130596
130596,130986
130597,130600
130598,130058
130600,130601
130601,130602
130602,130603
130603,130983
130604,130969
130604,130605
130605,130606
130606,130607
130607,130608
130608,130610
130609,130253
130610,130611
130611,130612
130611,130612
130612,130248
130612,130613
130613,130205
130615,130616
130616,130617
130617,130618
130618,130619
130619,130620
130620,130358
130621,130364
130621,130364
130624,350692
130625,130626
130625,130626
130626,350692
130626,130624
130629,130963
130631,130632
130632,130633
130633,130069
130635,130962
130636,130964
130637,130036
130638,130965
130639,130082
130639,130082
130639,130082
130639,130082
130639,130082
130640,130407
130640,130451
130650,130702
130650,130070
130651,130652
130652,130653
130653,130088
130661,130635
130661,130285
130661,130084
130661,130084
130661,130285
130661,130084
130662,130294
130662,130294
130663,130303
130663,130303
130664,105906
130665,130553
130700,104203
130700,120325
130700,104205
130702,130703
130703,130704
130704,130705
130705,130932
130730,130895
130731,130730
130732,130589
130741,130894
130742,130743
130743,130745
130744,130741
130745,130747
130746,130744
130747,130750
130748,130746
130749,130748
130750,130752
130751,130749
130752,130604
130754,130609
130758,130759
130759,130760
130760,130761
130761,130762
130762,130763
130762,130763
130763,130764
130763,140204
130764,110397
130842,130846
130846,110171
130866,130101
130868,130410
130869,130200
130869,130200
130869,130200
130869,130200
130869,130200
130869,130200
130878,130130
130878,130130
130879,130149
130879,130311
130881,130882
130881,130882
130882,130144
130882,130144
130884,130885
130885,130888
130888,130317
130891,140042
130891,141037
130892,130968
130893,130892
130894,130312
130895,130940
130897,130490
130898,130028
130902,130371
130902,130371
130902,130371
130903,130490
130903,130518
130903,130158
130904,130903
130905,130032
130905,130032
130909,130208
130916,130917
130917,130136
130918,105907
130918,105910
130918,105911
130919,130921
130919,130057
130919,130921
130920,130918
130920,130918
130921,130923
130921,130923
130922,130920
130922,130920
130923,130925
130923,130925
130924,130922
130924,130922
130925,130178
130925,130927
130926,130924
130927,130518
130929,130625
130929,130625
130931,130631
130932,130123
130935,130487
130937,130515
130938,130105
130939,130143
130940,130742
130941,130301
130943,130650
130943,130650
130944,130947
130945,130519
130946,130945
130947,130491
130950,130426
130950,130426
130950,130426
130951,130993
130951,130994
130951,130994
130952,130473
130953,130954
130954,130574
130956,130412
130957,130084
130958,130987
130959,130348
130959,130396
130961,130639
130962,130636
130963,130551
130964,130637
130965,130499
130968,130731
130969,130226
130969,130970
130970,130971
130971,130217
130971,130217
130974,130204
130977,130366
130978,130464
130979,130448
130981,130982
130981,130982
130981,130989
130981,130285
130982,130037
130982,130905
130982,130981
130982,130994
130983,130984
130984,130986
130985,130166
130986,130034
130986,130034
130987,141064
130988,130957
130989,130990
130990,130036
130991,130992
130992,130229
130992,130229
130993,130950
130993,130981
130993,130950
130994,131002
130994,130993
130994,130158
130994,130999
130995,130926
130996,130282
130996,130282
130997,130475
130998,130996
130998,130996
130999,121023
131000,130217
131001,130994
131002,130903
140001,140002
140001,140002
140002,140004
140002,140004
140003,140009
140003,140009
140003,140009
140004,140006
140004,140006
140005,140003
140005,140003
140005,140003
140006,140633
140006,140188
140007,140005
140007,140005
140007,140005
140008,140826
140009,140011
140009,140011
140009,140011
140010,105510
140010,150157
140010,105510
140010,105507
140010,105512
140010,105508
140010,105509
140010,105510
140011,140010
140011,140010
140011,140010
140011,140010
140011,140010
140011,140010
140011,140010
140011,140010
140013,140035
140013,140035
140014,140016
140014,140016
140015,140789
140016,140018
140016,140018
140017,140015
140018,140020
140018,140020
140019,140017
140020,140022
140020,140022
140021,140019
140022,140782
140022,140638
140025,140028
140025,140028
140025,140028
140025,140028
140026,140833
140026,140833
140026,140833
140027,140052
140028,140029
140028,140029
140028,140029
140028,140029
140029,140032
140029,140032
140029,140032
140029,140032
140030,140026
140030,140026
140030,140026
140031,140027
140032,140640
140032,140640
140032,140640
140032,140640
140033,140831
140033,140831
140033,140831
140034,140011
140034,140011
140034,140011
140034,140011
140034,140011
140035,140179
140035,140036
140036,140039
140036,140039
140036,140039
140037,140033
140037,140987
140037,140033
140037,140987
140037,140987
140038,140037
140038,140037
140038,140037
140038,140037
140038,140037
140039,140054
140039,140054
140039,140054
140040,140038
140040,140038
140040,140038
140040,140038
140040,140038
140042,140046
140043,130150
140044,140043
140045,140075
140046,140047
140047,140049
140048,140044
140049,140050
140050,140051
140051,150052
140051,150052
140051,140446
140052,140430
140053,140265
140053,140350
140053,140265
140053,140265
140053,140265
140053,140265
140054,140055
140054,140055
140054,140055
140055,140057
140055,140057
140055,140057
140056,140040
140056,140040
140056,140040
140056,140040
140056,140040
140057,140059
140057,140059
140057,140059
140058,140056
140058,140056
140058,140056
140058,140056
140058,140056
140059,140320
140059,140061
140059,140061
140059,140061
140060,140318
140060,140318
140060,140316
140060,140318
140060,140318
140060,140318
140061,140063
140061,140063
140061,140063
140062,140060
140062,140060
140062,140060
140062,140060
140062,140060
140063,140065
140063,140065
140063,140065
140064,140062
140064,140062
140064,140062
140064,140062
140064,140062
140065,140069
140065,140069
140065,140069
140066,140064
140066,140064
140066,140064
140066,140064
140066,140064
140068,140066
140068,140066
140068,140066
140068,140066
140068,140066
140069,140071
140069,140071
140069,140071
140070,140068
140070,140068
140070,140068
140070,140068
140070,140068
140071,140073
140071,140073
140071,140073
140072,140070
140072,140070
140072,140070
140072,140070
140072,140070
140073,140641
140073,140641
140073,140641
140074,140072
140074,140072
140074,140072
140074,140072
140074,140072
140075,140100
140076,140644
140076,140077
140076,140644
140076,140644
140077,140078
140077,140078
140077,140078
140077,140078
140078,140080
140078,140079
140078,140763
140078,140079
140079,140081
140079,140081
140080,140763
140080,140763
140080,140763
140081,140083
140081,140083
140082,140080
140082,140080
140083,140757
140083,140085
140084,140082
140084,140082
140085,140086
140086,140088
140087,140110
140088,140089
140088,140089
140089,140091
140089,140091
140090,140645
140091,140974
140091,140092
140092,140094
140093,140646
140094,140096
140095,140093
140096,140098
140096,140098
140097,140095
140098,140218
140098,140218
140099,140097
140100,140101
140101,150204
140101,140031
140102,140206
140103,140963
140104,110021
140104,110021
140105,140300
140105,140300
140105,140300
140106,140792
140107,110147
140107,140532
140107,110147
140107,110172
140110,140084
140111,140112
140112,140088
140125,140167
140125,140985
140165,140999
140165,140166
140165,140999
140166,141047
140167,140168
140168,140170
140168,140289
140168,140170
140168,140289
140169,140291
140169,140165
140169,140291
140170,140172
140170,140172
140171,140169
140171,140169
140171,140169
140172,140174
140172,140561
140173,140171
140173,140171
140174,140177
140174,140722
140175,140173
140176,140175
140177,141018
140178,140176
140179,140178
140181,140182
140182,140875
140182,140183
140183,140216
140184,140875
140186,140187
140186,140187
140187,140270
140187,140270
140187,140270
140188,140986
140189,140007
140189,140007
140190,140189
140190,140189
140192,140329
140193,140190
140193,140190
140194,140196
140195,140328
140195,140328
140196,140198
140197,140195
140197,140195
140198,140257
140199,140197
140199,140197
140200,130367
140200,130367
140200,130367
140200,130367
140200,130367
140200,130367
140201,140202
140202,140203
140203,140204
140204,110040
140204,140753
140204,140753
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140205,140941
140206,140207
140207,140045
140210,140211
140210,140211
140210,150052
140211,140212
140211,140212
140212,140213
140212,140213
140213,110052
140213,110052
140214,140215
140214,140215
140215,140533
140215,140533
140216,110409
140216,110015
140216,110409
140217,130431
140217,110157
140218,140220
140218,141023
140219,140099
140220,140223
140221,140219
140222,140221
140223,140224
140224,140226
140224,140226
140224,140226
140225,140375
140225,140222
140225,140375
140226,140227
140226,140227
140226,140227
140227,105105
140227,105104
140227,105108
140227,105109
140228,140647
140228,140647
140228,140647
140229,140954
140233,140292
140234,140255
140235,140237
140235,140237
140236,130260
140236,130173
140237,140746
140237,140240
140237,140746
140238,140238
140238,141036
140238,140236
140238,140236
140239,140655
140239,140238
140239,140238
140240,140241
140240,140241
140241,140244
140241,140244
140242,140239
140242,140239
140242,140239
140243,140242
140243,140742
140243,140242
140243,140242
140244,105604
140244,105605
140244,105603
140245,105606
140245,105607
140246,140247
140246,140293
140247,140249
140248,140245
140249,140251
140250,140248
140251,140253
140251,141053
140252,140250
140253,140301
140254,140252
140255,140290
140256,140233
140257,140259
140258,140199
140258,140199
140259,140491
140260,140258
140260,140258
140261,140263
140262,140343
140262,140486
140263,140264
140264,140295
140265,140267
140265,140267
140265,140267
140265,140267
140265,140267
140266,140210
140266,140210
140266,140210
140266,150052
140267,140270
140267,140270
140267,140270
140267,140270
140267,140270
140267,140270
140267,140775
140268,140266
140268,140266
140268,140524
140268,140266
140268,140266
140269,140268
140269,140268
140269,140268
140269,140051
140269,140268
140269,140268
140269,140051
140270,140272
140270,140272
140270,140272
140270,140272
140270,140271
140270,140272
140270,140272
140270,140272
140270,140272
140271,140269
140271,140182
140271,140269
140271,140269
140271,140269
140272,141013
140272,141013
140272,141013
140272,141013
140272,141013
140272,141013
140272,141013
140272,141013
140274,140275
140275,140279
140276,141010
140277,140104
140277,140104
140278,140601
140278,140601
140278,140283
140278,140601
140278,140601
140278,140283
140279,140281
140279,140536
140279,140536
140279,140281
140279,140281
140279,140281
140280,140278
140280,140278
140280,140278
140281,140285
140281,140285
140281,140679
140281,140285
140282,140278
140282,140278
140282,140280
140283,140605
140283,140605
140284,140447
140284,140447
140285,140288
140285,140287
140285,140287
140286,140282
140286,140282
140286,140282
140287,140286
140287,140286
140287,140937
140288,140171
140288,140286
140289,140287
140289,140288
140290,140168
140291,141015
140291,140256
140292,140245
140293,140234
140294,140648
140294,140648
140295,104309
140296,140294
140296,140294
140297,140299
140298,140331
140299,140336
140300,140452
140300,140254
140300,140452
140301,140303
140301,140303
140301,140303
140301,140303
140303,140305
140303,140305
140303,140305
140303,140305
140304,140105
140304,140105
140304,140105
140305,140307
140305,140307
140305,140307
140305,140307
140306,140304
140306,140304
140306,140304
140307,140308
140307,140308
140307,140308
140307,140308
140308,140311
140308,140587
140308,140587
140308,140587
140309,140306
140309,140306
140309,140306
140310,140309
140311,140313
140312,140310
140312,140511
140313,140314
140313,140314
140314,140317
140314,140317
140315,140312
140315,140312
140316,140315
140316,140315
140317,140059
140317,140621
140318,141040
140318,140319
140318,141040
140318,141040
140318,140319
140319,140058
140319,140058
140320,140323
140321,140060
140322,140321
140323,140325
140325,140327
140327,140329
140328,140193
140328,140193
140329,140998
140329,140194
140331,141042
140331,140998
140333,140331
140333,140297
140334,140298
140335,140334
140336,140337
140337,140649
140338,140335
140339,140260
140339,140338
140340,140429
140341,140667
140341,140667
140342,140343
140343,140341
140343,140341
140344,140398
140344,140398
140347,140349
140349,140361
140350,140351
140350,140187
140351,140352
140352,140048
140353,140436
140358,140437
140359,141060
140359,141060
140360,140353
140361,140362
140362,140365
140363,140360
140364,140363
140365,140366
140366,140368
140367,140364
140368,140370
140369,140367
140370,105608
140372,140240
140373,140656
140374,140372
140375,140400
140375,140378
140375,140686
140376,140399
140376,140224
140376,140224
140377,140376
140377,140376
140378,141031
140380,140527
140381,140382
140381,140382
140382,140383
140382,140383
140383,140384
140383,140384
140384,140385
140384,140385
140385,140386
140385,140386
140385,140386
140385,140386
140386,141029
140386,140971
140386,141033
140387,140976
140387,140976
140388,140380
140389,140390
140389,140390
140390,140391
140390,140391
140391,140392
140391,140392
140392,140393
140392,140393
140393,141031
140393,140377
140394,105107
140394,105106
140394,105107
140394,140734
140395,140397
140395,140397
140395,140347
140396,140394
140396,140394
140396,140394
140396,140394
140397,140653
140397,140687
140398,140396
140398,140396
140398,140396
140399,140398
140400,140401
140401,140402
140402,140403
140403,140404
140404,140405
140405,140406
140406,140407
140407,140408
140408,140409
140409,140410
140410,140377
140411,140376
140412,140411
140413,140412
140414,140690
140415,140413
140416,140975
140416,140975
140416,140975
140416,140415
140417,140691
140418,140416
140418,140416
140418,140416
140419,140418
140420,141016
140421,140419
140422,140693
140423,140422
140424,140697
140425,140698
140426,140425
140427,140426
140429,140244
140430,140388
140431,140340
140433,140238
140434,140433
140435,140434
140436,140396
140437,140435
140438,140602
140439,140658
140440,140439
140441,140442
140442,140443
140443,140444
140444,140445
140445,140440
140446,110146
140446,110146
140447,140276
140447,141007
140451,140301
140451,140301
140451,140301
140452,140453
140452,140453
140453,140455
140453,140455
140454,140451
140454,140451
140454,140451
140455,140457
140455,140457
140456,140454
140456,140454
140456,140454
140457,140459
140457,140459
140458,140456
140458,140456
140458,140456
140459,140461
140459,140461
140460,140458
140460,140458
140460,140458
140461,140165
140461,140165
140462,140460
140462,140460
140462,140460
140464,140465
140464,140465
140464,140465
140465,140466
140465,140350
140465,140466
140466,140267
140466,140267
140474,140013
140474,140013
140478,141012
140478,141012
140480,140482
140481,104307
140482,140484
140483,140481
140484,140486
140485,140483
140486,140488
140486,140488
140487,140261
140487,140485
140488,140490
140488,140490
140489,140487
140489,140487
140490,140492
140490,140260
140491,140489
140491,140489
140492,140494
140493,140491
140494,140496
140494,140496
140495,140867
140495,140493
140496,140864
140496,140498
140497,140495
140497,140495
140498,140500
140499,140497
140500,140502
140501,140499
140502,140504
140503,140501
140504,140506
140504,140506
140505,140767
140505,140503
140506,140508
140506,140508
140507,140505
140507,140505
140508,140510
140508,140510
140509,140507
140509,140507
140510,140313
140510,140512
140511,140509
140511,140509
140512,140514
140513,140511
140514,140516
140515,140513
140516,140518
140517,140515
140518,140520
140519,140517
140519,141019
140520,105103
140521,140519
140521,140519
140522,140939
140524,140446
140525,140462
140525,140103
140525,140462
140527,140438
140528,140558
140528,140558
140528,140558
140528,140558
140528,140558
140529,140530
140529,140530
140530,110167
140530,140464
140532,141014
140532,141014
140533,140534
140533,140534
140533,140534
140533,140534
140533,140534
140534,140992
140534,140992
140534,140992
140534,140992
140534,140992
140535,140279
140535,140279
140535,140279
140535,140279
140535,140279
140536,140537
140536,140537
140537,140988
140537,140988
140538,140539
140539,140540
140540,140541
140541,140542
140542,140543
140543,140544
140544,140545
140545,140546
140546,140547
140547,140996
140548,141025
140549,140600
140549,140600
140550,140553
140550,140553
140550,140553
140550,140553
140550,140553
140550,140553
140551,110171
140551,110171
140551,110171
140551,110171
140551,110171
140552,140551
140552,140551
140552,140551
140552,140551
140552,140551
140553,140920
140553,141034
140553,141034
140553,141034
140553,140920
140553,141034
140555,140552
140555,140552
140555,140552
140555,140552
140555,140552
140557,140525
140557,140559
140557,140525
140557,140559
140557,140525
140558,140555
140558,140555
140558,140555
